t4 p4 v4 u4 t1 p1 v1 u1 t2 p2 v2 u2 t3 p3 v3 u3 tr pr vr 
5.7002679781 273.6679582926 52.0790978528 60.8050995491 5.1738797048 267.7821189508 51.1723824777 52.6017606121 5.1775778348 261.2286102707 52.3418997358 56.1150178351 5.1963858284 246.7077423511 53.2644819678 110.0502591617 5.1758793970 244.8284727107 52.3598775598 
5.8452777672 281.2729390344 49.9820672949 65.1945500456 5.2245995069 270.4165605711 54.6403176991 92.9193981456 5.2282582133 263.8834192810 54.6457132624 85.1816270316 5.2451294999 249.1973402960 49.0051352190 52.5556736621 5.2261306533 247.4596223368 52.3598775598 
5.9491994549 286.6714831147 49.6773856183 66.3805295848 5.2747758215 273.1789016240 52.8861966836 73.3554220871 5.2792385251 266.6963372269 52.9171717714 80.9804078474 5.2918741425 251.6006125860 53.8784125926 94.8664051085 5.2763819095 250.0907719629 52.3598775598 
5.9636335723 287.3938940179 49.9964666354 73.8073541690 5.3245943348 275.7380298409 52.1492385355 64.4284900725 5.3281829021 269.1985660687 51.6683048702 57.2792954093 5.3348802885 253.9542286652 53.3868430163 85.8393845513 5.3266331658 252.7219215890 52.3598775598 
5.9770397046 288.0653794758 50.1001144545 78.1565539256 5.3756151835 278.5315040404 55.0692711684 99.3090628618 5.3790190288 271.9913524475 56.2228034097 103.0829421904 5.3838316194 256.4728411567 51.6739643538 54.5641288568 5.3768844221 255.3530712152 52.3598775598 
6.0578346477 292.2103619100 50.0221693520 88.2767259052 5.4250323687 281.1154058136 50.7345383480 48.7133400143 5.4282193368 274.6175376261 51.2911905636 46.8536044201 5.4337184535 259.2158133673 56.2479313406 106.0698073442 5.4271356784 257.9842208413 52.3598775598 
6.0699350992 292.8196983030 50.2448862332 91.6393452243 5.4761305430 283.8337480464 55.7895230011 107.9738148409 5.4792687957 277.3420806030 56.1084555377 105.3235168613 5.4829811604 261.8630638560 51.5253186712 47.0778559610 5.4773869347 260.6153704674 52.3598775598 
6.0843550423 293.5480316117 50.2979486786 92.3305001051 5.5256960082 286.5082232023 51.2181512565 55.1693676013 5.5286709305 280.0329920414 51.1267517481 59.6604205702 5.5333232616 264.5530688967 56.5394360002 101.1357488321 5.5276381910 263.2465200935 52.3598775598 
6.0988880993 294.2830970042 50.2124283440 91.1061840220 5.5763771791 289.1247615073 54.1526860299 89.1581292865 5.5775824770 282.4718087866 50.8425627997 81.2174167276 5.5801738546 267.1925273595 56.0724987871 57.0797342074 5.5778894472 265.8776697196 52.3598775598 
6.1114145440 294.9158287697 50.3564141815 93.1580921758 5.6267635388 291.8947230339 53.1517210503 78.3584572130 5.6287215819 285.1925586197 53.4866635436 92.3449665944 5.6264827938 269.7235958484 55.4692479018 69.3430737417 5.6281407035 268.5088193458 52.3598775598 
6.1777240722 298.2950856949 50.3747100459 89.6989704149 5.6765232702 294.4465710199 51.6739427347 60.7606071506 5.6783554521 287.7442047550 50.8365384872 52.0449576136 5.6730347350 272.3885948453 56.8572947373 92.1939728564 5.6783919598 271.1399689719 52.3598775598 
6.1910984962 298.9738201213 52.0109355005 112.3704292665 5.7276045274 297.2273315799 55.1481550878 102.0007658684 5.7293803629 290.4812696851 55.5525458757 108.4852408255 5.7231051091 275.0631393096 51.6985315004 49.3414178239 5.7286432161 273.7711185980 52.3598775598 
6.2025482994 299.5544666250 50.7166876661 98.2509659565 5.7768387887 299.8082927508 50.5293121565 48.1346735093 5.7789350149 293.1086458060 50.3585228019 51.0300279573 5.7750357861 277.8587682463 55.9167467922 108.8563195754 5.7788944724 276.4022682241 52.3598775598 
6.2123478366 300.0504936188 50.6562975060 96.1665694066 5.8280077134 302.5076816801 55.5322578976 106.6369757959 5.8302125143 295.7320284988 53.1235875388 100.3321730410 5.8278447812 280.6676442358 49.8000931583 50.4461913594 5.8291457286 279.0334178502 52.3598775598 
6.2246326702 300.6754454969 50.5953503807 94.1754540448 5.8777100859 305.1970842107 51.3843069424 58.8241639358 5.8807093717 298.3516001262 49.0272096168 80.3312148183 5.8797815752 283.3498105541 54.7778003744 102.7094391083 5.8793969849 281.6645674764 52.3598775598 
6.2377671856 301.3441537681 50.6127725115 94.5872279609 5.9282755655 307.7925869868 53.5119327601 83.2991348601 5.9306530908 300.7666372365 50.1162693183 64.1564519424 5.9297743484 286.0261896266 51.8371815371 66.9894987624 5.9296482412 284.2957171025 52.3598775598 
6.3046842664 304.7870385097 50.7401005436 91.4332518652 5.9786245066 310.5563875557 53.5201339322 84.2450563575 5.9818117915 303.5133733475 54.9607229340 103.1299336933 5.9801040952 288.5304329124 52.1186221921 70.8609793303 5.9798994975 286.9268667286 52.3598775598 
6.3183120598 305.4842309186 51.9791816118 102.9226211899 6.0283104639 313.1052366681 51.1734264116 56.5154584350 6.0315404033 306.1144917816 50.5182895730 48.2716888980 6.0269043425 291.0284734214 52.2785972139 106.7730863263 6.0301507538 289.5580163547 52.3598775598 
6.3312532034 306.1452734552 50.6515765350 -101.7195098556 6.0795559941 315.8745318500 55.3776370335 106.1384856617 6.0827122400 308.8171723195 55.6043181205 106.7229377530 6.0808280936 293.7109504312 47.2933154223 53.9103450230 6.0804020101 292.1891659809 52.3598775598 
6.3459764326 306.8994075745 51.0117213093 89.6088662145 6.1288438294 318.4705629138 50.4326288353 48.5488969759 6.1322500509 311.5028225606 51.5379410635 57.6756956496 6.1316174620 296.2169603605 51.6529303088 112.2887090957 6.1306532663 294.8203156070 52.3598775598 
6.3606853137 307.6511995109 50.8404898652 86.5360661554 6.1798740865 321.1380632258 55.1733711120 103.8279721791 6.1825516438 314.1032411132 54.3381476209 83.9289389784 6.1805897524 298.7078728359 48.4656284220 70.3239732462 6.1809045226 297.4514652331 52.3598775598 
6.4373176194 311.6472531499 51.0473535696 77.6859695859 6.2296047168 323.8391314163 51.6810108880 63.7316260897 6.2330811817 316.8957628287 53.8727738333 81.0517466734 6.2324196702 301.1753642641 49.6659655819 77.6766776903 6.2311557789 300.0826148592 52.3598775598 
6.4493856700 312.2644837445 51.1988108888 77.8251364046 6.2799464416 326.4103438131 52.8298656403 76.7037705433 6.2827082636 319.4694472561 52.0108178563 57.5077178226 6.2859176252 303.9411488017 52.1690530046 97.2311814613 6.2814070352 302.7137644853 52.3598775598 
6.4615525016 312.8871124231 51.3522519152 76.6653812548 6.3306180510 329.1841242036 53.9455541224 90.5242769945 6.3339468630 322.2833106579 55.9916846954 103.0081347912 6.3466540179 306.9337132539 48.7858717503 62.9453227196 6.3316582915 305.3449141115 52.3598775598 
6.5662433321 318.4127138226 51.1865918447 56.8946455513 6.3802531319 331.7369740375 50.6752221509 52.0634911832 6.3833587004 324.9125640808 51.2144393209 46.6805473844 6.3971336068 309.5430987959 53.3041948917 110.2725386264 6.3819095477 307.9760637376 52.3598775598 
6.7730525083 329.5910967694 55.0001234807 74.6892660216 6.4313363295 334.4728192045 55.5012462160 108.7746732267 6.4347193222 327.6512963814 55.7893316993 106.2847237400 6.4459318534 312.0359000412 49.0305120956 52.5926586870 6.4321608040 310.6072133637 52.3598775598 
7.0377567337 343.7281326601 49.6923260707 58.9417853209 6.4807395653 337.0928147751 50.4912021536 50.5458138033 6.4846080245 330.3338501434 50.7823206655 59.5044881443 6.4924980759 314.4310999443 53.8900858342 94.8332473409 6.4824120603 313.2383629898 52.3598775598 
7.1404843632 349.0666127742 49.6855231226 64.8269625978 6.5316669731 339.7295370005 54.6203237065 98.5200278367 6.5342198585 332.8727851375 53.8809415867 82.4962145436 6.5357994918 316.8011066002 53.3949342788 85.6597953674 6.5326633166 315.8695126160 52.3598775598 
7.1583848935 349.9618165262 49.8971371088 71.2292560436 6.5816968231 342.4560016446 52.1221541522 70.0874351759 6.5846043849 335.6685332903 54.2084786844 83.3752996619 6.5845676826 319.3105697656 51.6481595085 53.9797474772 6.5829145729 318.5006622421 52.3598775598 
7.1713668731 350.6113626570 49.8937284983 74.4781851738 6.6317080491 345.0027672234 52.0942529254 69.2831469341 6.6342054449 338.2438302531 51.6958356561 55.3059560076 6.6345241279 322.0588006205 56.2235481190 105.6191592444 6.6331658291 321.1318118682 52.3598775598 
7.2418102674 354.2333935243 51.1003149990 98.4351696534 6.6825603573 347.7734768340 54.4384297590 97.3524698509 6.6854354790 341.0375717626 55.7372440288 105.6595682341 6.6838430631 324.7087452899 51.5485548036 47.1213875673 6.6834170854 323.7629614943 52.3598775598 
7.2660991129 355.4572086211 50.3657618506 92.8223780185 6.7320079425 350.3303687105 50.3569692340 49.5209128491 6.7340886600 343.5895694497 49.3769283663 50.2599613657 6.7340711442 327.3944778010 56.5655836884 101.2392981547 6.7336683417 326.3941111204 52.3598775598 
7.2798630051 356.1527061411 50.4017767714 93.5587080486 6.7832538271 353.0457651032 55.4707249894 109.3958510143 6.7836482158 346.0715430754 52.4895351565 102.8525202981 6.7809811085 330.0378481982 56.1306006822 57.1207882819 6.7839195980 329.0252607466 52.3598775598 
7.2932927736 356.8304464246 51.5997810836 106.9453713337 6.8328088868 355.6940587002 50.6656693773 53.6941804635 6.8343771443 348.7731626383 51.7591215534 69.8003077466 6.8271652903 332.5624834114 55.4588043799 69.0123028233 6.8341708543 331.6564103727 52.3598775598 
7.3059342017 357.4694808777 50.0983866857 -106.2398601533 6.8834505886 358.2929641045 53.9162421491 91.2662767768 6.8843740500 351.3154126225 52.1392316832 70.3728849991 6.8739268168 335.2401965126 56.8302236374 91.7824608297 6.8844221106 334.2875599988 52.3598775598 
7.3693594432 360.7016315677 50.4254172377 98.6309179390 6.9337270298 361.0384945169 52.7053092397 77.8924735692 6.9351930510 354.0814362569 54.2422436325 96.7676659814 6.9237764281 337.9022250423 51.7059894219 49.2843327953 6.9346733668 336.9187096249 52.3598775598 
7.3856400581 361.5264823516 50.6564405677 94.9903916204 6.9834502017 363.5702524684 51.3521601188 61.6274588550 6.9847256916 356.6286551653 49.9255624758 50.3932188238 6.9757849360 340.7035644309 55.8629538680 107.9298487723 6.9849246231 339.5498592511 52.3598775598 
7.3978980744 362.1492745304 50.4558638063 95.5697860731 7.0346070638 366.3376991549 54.8716012103 103.2801359460 7.0364155160 359.3056869057 53.0087226206 112.7273871840 7.0287076735 343.5174011764 49.7788475718 49.9653853419 7.0351758794 342.1810088772 52.3598775598 
7.4075654613 362.6382586950 50.8546403246 99.1417577033 7.0838925673 368.9060761062 50.1995034670 48.6909557499 7.0862756784 361.8171349052 47.7525235740 64.0348038739 7.0806865901 346.2044013440 54.8205471762 104.0240679799 7.0854271357 344.8121585033 52.3598775598 
7.4175630424 363.1446725430 50.8148525269 97.2311273365 7.1351281128 371.5895570407 55.1708827218 106.6956740134 7.1367448102 364.2860590386 52.2346233643 83.7075988151 7.1304732275 348.8694963531 51.7996153699 66.4860052850 7.1356783920 347.4433081294 52.3598775598 
7.4309897391 363.8289339971 50.7568422201 95.9269040750 7.1847069973 374.2602932730 51.1298979211 60.0494640742 7.1875717654 367.0462430066 53.4091695332 86.2576422354 7.1808648401 351.3777089147 52.2476666854 71.9952031425 7.1859296482 350.0744577555 52.3598775598 
7.4968934058 367.2198435515 50.6848126685 92.1866038953 7.2352070530 376.8338295349 53.0975343435 82.5342858567 7.2374224817 369.5983473938 50.9805505231 55.6764477529 7.2275874366 353.8722270394 52.2309000520 105.9708688731 7.2361809045 352.7056073817 52.3598775598 
7.5112749142 367.9537609358 50.5067023813 -103.2584070744 7.2857946276 379.5952290787 53.3412357119 86.1284040617 7.2885437804 372.3524861996 55.4359156895 106.8084280715 7.2816462431 356.5606275340 47.3330436975 54.3230898284 7.2864321608 355.3367570078 52.3598775598 
7.5262111023 368.7186353651 50.7738795441 88.5212526031 7.3353352030 382.1258544225 50.7222780239 55.1518102395 7.3378565382 374.9598700232 50.5987844812 48.5533881365 7.3325302034 359.0737778718 51.6978873688 112.7216383211 7.3366834171 357.9679066339 52.3598775598 
7.5382744707 369.3344829184 51.9435018242 100.5941297471 7.3864862227 384.8664652641 55.1963901372 107.7654496445 7.3883430242 377.6067245548 55.2434131748 102.0861999520 7.3814578511 361.5614674920 48.3783861575 69.6566249876 7.3869346734 360.5990562600 52.3598775598 
7.5524678252 370.0615116459 50.8290515341 87.0749412850 7.4357926578 387.4614768882 50.2368422831 49.9929428239 7.4381947831 380.3350467778 52.3251755902 64.5694951260 7.4333737973 364.0344242672 49.7676978414 78.6532226022 7.4371859296 363.2302058862 52.3598775598 
7.6310173557 374.1556350534 51.9421123891 88.9903417081 7.4867861779 390.1007177862 54.6427689183 101.1902630960 7.4882482382 382.9179638368 53.3474881351 74.7575598696 7.4869909179 366.8083687978 52.1437759083 96.3449070072 7.4874371859 365.8613555123 52.3598775598 
7.6450749936 374.8752772640 50.8719652323 74.6342649047 7.5367290907 392.8090626465 51.7541439938 68.1119060479 7.5391824082 385.7383323781 54.5835211615 88.5721765572 7.5476235865 369.7943598258 48.8488096737 63.5031122438 7.5376884422 368.4925051384 52.3598775598 
7.6560748102 375.4379133513 51.2492953696 77.1098528220 7.5869463631 395.3580719019 52.1355204345 72.0255579952 7.5887155169 388.3207637009 51.4952607676 52.2734134354 7.5979056540 372.3963715426 53.2925827918 109.9503407599 7.5879396985 371.1236547645 52.3598775598 
7.6971819975 377.5816984441 53.6668353540 103.9025215187 7.6377084224 398.1189833028 54.0821212410 95.4226753289 7.6404948905 391.1238529336 55.3879142659 108.0095367913 7.6468610221 374.8955953715 49.0170910452 52.1970639923 7.6381909548 373.7548043906 52.3598775598 
7.8471949739 385.6028746695 55.0566650075 92.2440968922 7.6871983230 400.6644120879 50.3063292396 51.0660596470 7.6897673041 393.7072132379 50.0418098577 50.4409847408 7.6935411809 377.3001574315 53.9903450872 95.8872156926 7.6884422111 376.3859540168 52.3598775598 
8.1983737944 404.5408676655 54.0476609724 92.0255726056 7.7384589594 403.3787936364 55.2253037858 108.6566353643 7.7397518830 396.3042459000 55.2549721558 98.4501764521 7.7369155368 379.6739770134 53.3104373385 84.3328659617 7.7386934673 379.0171036429 52.3598775598 
8.2522645158 407.2841822580 49.7128424965 62.7350289315 7.7878507430 406.0058128700 50.5039671082 53.8468507609 7.7897711030 399.0608789795 52.6611473846 67.4814857879 7.7858901663 382.1933041151 51.7898705892 54.8973219308 7.7889447236 381.6482532690 52.3598775598 
8.3539189551 412.5703691329 49.7820742977 68.7222922651 7.8385568965 408.6030454606 53.8596597538 92.6116956325 7.8398217311 401.6407478222 52.8752396870 71.3004108180 7.8358382421 384.9459270761 56.1906193094 105.3169463689 7.8391959799 384.2794028951 52.3598775598 
8.3674830255 413.2491109563 50.5108315924 80.8861620225 7.8887878425 411.3379348202 52.4841254111 77.2624828241 7.8905636698 404.4313499198 54.4341038117 94.1377432655 7.8850216704 387.5846846398 51.5397404894 46.8425257001 7.8894472362 386.9105525213 52.3598775598 
8.3841038655 414.0828896809 50.0329643155 78.5214594782 7.9386547850 413.8690471229 51.2667011309 62.5264348681 7.9390090249 406.9061529434 48.9238078221 52.4935424383 7.9353707734 390.2820711728 56.6575440404 102.1919522093 7.9396984925 389.5417021474 52.3598775598 
8.4631168720 418.1399219926 50.3539023792 92.5038082212 7.9896790446 416.6240670348 54.7124321644 103.2826030891 7.9892809011 409.4575777971 53.4407045138 111.3581418771 7.9821299155 392.9168604128 56.1463781632 55.6578915472 7.9899497487 392.1728517735 52.3598775598 
8.4764862477 418.8149697787 50.0187480276 -106.7987971869 8.0390908758 419.1905890019 50.0519501253 48.7724761983 8.0395114205 412.1089101334 50.7248009760 57.1756646852 8.0285179254 395.4526553875 55.6236972552 70.8324750739 8.0402010050 394.8040013996 52.3598775598 
8.4895444143 419.4734386602 50.2998626098 92.2441243944 8.0902964970 421.8669581693 55.0513905451 107.0676085252 8.0898863194 414.6797656015 53.3711933297 86.6411817775 8.0750289201 398.1177969780 56.6968723319 90.2911866196 8.0904522613 397.4351510257 52.3598775598 
8.5034215830 420.1758062299 50.7041270927 96.7462022235 8.1398899316 424.5314778609 51.0469803051 60.8015792389 8.1403263545 417.4280984421 52.9008645246 83.2879777794 8.1252612533 400.7959208799 51.7977270488 50.5874025870 8.1407035176 400.0663006519 52.3598775598 
8.5328472963 421.6664751271 51.3712758047 109.0391666409 8.1902678730 427.0920617707 52.8965038422 81.8646942939 8.1903276162 419.9596534826 50.3511715667 58.9542686742 8.1771694817 403.5970557748 55.9060287484 107.6266117996 8.1909547739 402.6974502780 52.3598775598 
8.5840545253 424.2800470906 51.3209696548 101.5785889247 8.2408620916 429.8475619033 53.3095723727 87.3931140767 8.2419758536 422.6536471424 52.1586050999 111.9705849430 8.2298782770 406.3939055552 49.8058425740 50.0459664675 8.2412060302 405.3285999041 52.3598775598 
8.5967088038 424.9229875264 50.6089230581 97.2935294972 8.2904140595 432.3735599299 50.5644574466 54.9098602999 8.2915251226 425.0949553910 47.3966881155 55.9538629323 8.2817507091 409.0799145916 54.6992937557 103.9774283323 8.2914572864 407.9597495302 52.3598775598 
8.6064735470 425.4169248083 50.3109739729 -104.7505881457 8.3415663757 435.1063041827 55.1113975396 108.3202629788 8.3425357170 427.6382329738 53.7677253349 98.9743514692 8.3318967653 411.7615269710 51.6343751485 65.0544438639 8.3417085427 410.5908991564 52.3598775598 
8.6161395625 425.9061417571 50.5921078151 94.8968704578 8.3909913690 437.7042455017 50.1272282070 50.2386522692 8.3927062560 430.3563518490 52.1488945949 72.3521145276 8.3822015529 414.2662877251 52.5283897915 74.3197437261 8.3919597990 413.2220487825 52.3598775598 
8.6289202719 426.5572272637 50.9825875935 98.4874811032 8.4419671066 440.3343969877 54.5097472800 101.1084954805 8.4429219883 432.9097722291 51.8882247904 67.3909394629 8.4290730891 416.7686961270 52.1914847147 104.6077213961 8.4422110553 415.8531984086 52.3598775598 
8.6698190599 428.6576199817 52.2226551182 114.0669592798 8.4919436737 443.0409350043 51.7132136967 69.0807442373 8.4938444346 435.6819324435 54.6449236896 98.5916667598 8.4830184777 419.4460691162 47.3653478002 54.9038249246 8.4924623116 418.4843480347 52.3598775598 
8.7096473561 430.7044104447 50.8398514425 91.6832041899 8.5420183579 445.5768505921 51.9148848975 70.8603166111 8.5430037416 438.2361052892 50.5655556333 48.9685194953 8.5337921945 421.9587941012 51.7617154397 113.4893371638 8.5427135678 421.1154976608 52.3598775598 
8.7248331804 431.4822730058 50.8930765193 90.0203177635 8.5929037231 448.3372250035 54.1362453392 97.4163412012 8.5940877959 440.9547027602 55.6652917935 108.1273934536 8.5828487360 424.4494603326 48.1247509772 67.7931407111 8.5929648241 423.7466472870 52.3598775598 
8.7364324533 432.0740085501 51.4431943465 95.0803102359 8.6422575892 450.8744235642 50.1071443014 50.0970702562 8.6435630916 443.6245096148 51.3358443841 53.9521833998 8.6345479143 426.9137447473 49.8921796458 79.9714780519 8.6432160804 426.3777969131 52.3598775598 
8.7506955263 432.8045028263 51.1567293189 90.9900128264 8.6935018586 453.5769038028 55.1805180662 109.4153413231 8.6941148434 446.2490359884 54.5940467190 90.1702641044 8.6886774585 429.7168528007 52.0208411810 94.1323573163 8.6934673367 429.0089465392 52.3598775598 
8.8281666784 436.8430216909 50.7021164684 -101.3987812521 8.7429566149 456.2084146930 50.4929092379 55.0070110119 8.7446069862 449.0413775044 53.3386395538 75.0146874153 8.7488839885 432.6777557839 48.9413938443 64.4461031599 8.7437185930 431.6400961653 52.3598775598 
8.8433115606 437.6181545593 50.9796877640 76.1280705574 8.7937342301 458.8003796447 53.6582348299 91.4908445029 8.7943903165 451.6136901014 52.2401612764 62.5231192082 8.7992809725 435.2907454766 53.2941896214 109.7335689763 8.7939698492 434.2712457915 52.3598775598 
8.8544259249 438.1868717241 51.1283976938 76.0830759584 8.8438970677 461.5287502646 52.5899575078 79.7066129728 8.8459946657 454.4302985759 54.4290537823 101.3922527615 8.8480326359 437.7752339996 48.9805130407 51.4970700193 8.8442211055 436.9023954176 52.3598775598 
8.8701009839 438.9900927364 51.1467527754 69.9562419720 8.8937946724 464.0589441815 51.0156594478 60.7902118923 8.8950556833 456.9567440650 50.0816808340 49.5356069172 8.8945114142 440.1740812816 54.1085498469 97.1766477131 8.8944723618 439.5335450437 52.3598775598 
8.9853720959 445.0547499327 51.3154278603 56.3114354045 8.9448904512 466.8079769440 54.7337099984 104.6585619215 8.9454918722 459.6217448565 55.9022113172 106.0906508262 8.9379907913 442.5530615120 53.2619418444 83.4669382082 8.9447236181 442.1646946698 52.3598775598 
9.3369831297 464.0398407822 51.6055345320 59.5305865162 8.9941923350 469.3720365591 49.9763736723 49.0404315573 8.9950879942 462.3219282681 51.6035618372 56.3556070999 8.9869154070 445.0687939022 51.9152443636 55.7639139015 8.9949748744 444.7958442959 52.3598775598 
9.4471348119 469.8602873135 49.6992913403 62.2276540200 9.0453197308 472.0312362208 54.8575146093 105.8682456916 9.0454591850 464.9255787987 53.9538896838 85.2883982979 9.0368173519 447.8226871929 56.1320598129 104.7018713610 9.0452261307 447.4269939221 52.3598775598 
9.5503185295 475.2219456051 49.7308571302 67.2450537103 9.0949990136 474.7035355234 51.1071425605 62.5878927116 9.0959631040 467.7031068257 53.1224943881 82.1273823155 9.0861148921 450.4638381809 51.4964297984 46.2077440983 9.0954773869 450.0581435482 52.3598775598 
9.5645101408 475.9322766042 50.8526054878 84.1495882009 9.1453117053 477.2534733643 52.5645417002 79.0280257616 9.1443628021 470.1325118064 48.9897030246 58.7030913644 9.1365243350 453.1696387166 56.7495143865 103.2077831964 9.1457286432 452.6892931743 52.3598775598 
9.5789055135 476.6538863065 50.2209310615 79.9479983565 9.1960268461 480.0102629890 53.4666164986 90.2279054885 9.1950242168 472.7389841885 53.7425136461 111.0358876496 9.1832646973 455.8030195039 56.1815689269 54.4822404678 9.1959798995 455.3204428004 52.3598775598 
9.6596225349 480.7955107541 49.8982520089 -107.9934518028 9.2456079491 482.5397389039 50.3977764322 53.9808742679 9.2450635379 475.3506704165 50.2274143041 51.1893880210 9.2295672588 458.3338032160 55.7347104203 72.0942895811 9.2462311558 457.9515924266 52.3598775598 
9.6723266243 481.4359298563 50.0854049682 89.9058928798 9.2967578963 485.2592525251 55.0934826907 109.0395049197 9.2955552835 477.9521500620 54.3147460714 98.7654576593 9.2761002602 461.0012399076 56.6119694474 89.5273235085 9.2964824121 460.5827420527 52.3598775598 
9.6862917243 482.1408314837 51.1039589516 101.4422042490 9.3461845001 487.8640942082 50.1523443402 51.5053625919 9.3457240051 480.6705463656 51.7328241773 71.0224151410 9.3263562581 463.6763531193 51.7941871994 50.8527211400 9.3467336683 463.2138916788 52.3598775598 
9.7002574050 482.8473703289 50.4102809542 93.3569250801 9.3970805419 490.4773280485 54.1492999596 97.7920002785 9.3959523383 483.1972264491 50.9807615530 69.6684212137 9.3781605214 466.4757807222 55.9171676843 107.1514352368 9.3969849246 465.8450413049 52.3598775598 
9.7137550661 483.5293694666 50.2854650031 92.5562821460 9.4470951185 493.1882007608 51.9417155876 72.6509533301 9.4474755248 485.8898813868 51.1890025656 106.3920530902 9.4310651267 469.2774548518 49.8514322188 50.3618034993 9.4472361809 468.4761909310 52.3598775598 
9.7800378547 486.9074413621 50.3845954997 88.0726427493 9.4970757266 495.7161209583 51.5320592059 67.2779067268 9.4968759744 488.2879961893 47.5412751105 53.2141485336 9.4827567318 471.9588707401 54.6398377964 104.9577876459 9.4974874372 471.1073405572 52.3598775598 
9.7932065820 487.5764148521 50.8309396490 99.4740502404 9.5480123027 498.4698842201 54.2846173262 99.9692872914 9.5482128567 490.8969436527 54.5561690681 106.6419581974 9.5330069706 474.6433490649 51.4876340277 63.9068470923 9.5477386935 473.7384901833 52.3598775598 
9.8038309777 488.1145329727 50.5639397016 96.3822645073 9.5973479139 501.0133672919 49.9896417060 49.5964151154 9.5981319628 493.5796237776 51.2268544431 61.9819817425 9.5830734191 477.1367401200 52.6269572306 74.8274465291 9.5979899497 476.3696398094 52.3598775598 
9.8135083177 488.6042319810 50.3427371159 -104.4659223684 9.6485596605 503.6978565095 55.0504891490 108.6599581724 9.6487619576 496.1575458191 52.9269128138 80.1397891605 9.6301944105 479.6520288539 52.1330318723 103.1772979480 9.6482412060 479.0007894355 52.3598775598 
9.8260268392 489.2414850219 50.9327632939 97.9536814726 9.6982181363 506.3488174769 50.6945672801 58.1798647394 9.6992425263 498.9170379191 53.7029943296 88.0540319322 9.6839621275 482.3164413620 47.3723231569 55.1263957381 9.6984924623 481.6319390617 52.3598775598 
9.8400274478 489.9540545997 50.6489226825 95.1415990954 9.7488131144 508.9209240661 53.1385360695 86.1792321710 9.7486186511 501.4539930749 50.9670086714 53.6947952060 9.7348889929 484.8408444523 51.7739026893 113.6604740753 9.7487437186 484.2630886878 52.3598775598 
9.9064393295 493.3721492377 50.7662813820 91.4172032268 9.7991913684 511.6596512779 52.8713720840 83.7351723223 9.7995294779 504.1978832280 55.6248840494 107.7319363074 9.7838468825 487.3233732446 48.0349363288 67.3899242661 9.7989949749 486.8942383139 52.3598775598 
9.9213575176 494.1360808075 51.1406493697 93.2103181314 9.8488041432 514.1774385613 50.6710928490 57.5323710687 9.8487876888 506.8202049667 50.8708224524 49.0060344810 9.8358032079 489.8023169251 50.0743797552 82.0394525491 9.8492462312 489.5253879400 52.3598775598 
9.9330145674 494.7307424567 50.8349073283 88.5131993678 9.9000720008 516.9215326623 54.8714614460 106.9347737313 9.8997843821 509.4947614807 55.3969994078 100.0459748962 9.8899068637 492.6065373049 51.9119135101 92.3962926439 9.8994974874 492.1565375661 52.3598775598 
9.9475258479 495.4739738176 51.1040180137 90.5726787430 9.9493256983 519.4941601325 49.9675074914 49.6800435889 9.9498211892 512.2446290990 52.4390488261 64.9834585031 9.9500141411 495.5595195685 49.0904538533 66.0633200624 9.9497487437 494.7876871923 52.3598775598 
10.0000000000 498.2128326551 53.1152166851 107.8457107394 10.0000000000 522.1121588237 54.5366267962 102.7510918599 10.0000000000 514.8338539581 53.1360411082 74.1803520899 10.0000000000 498.1550571332 53.2192574569 108.7234491504 10.0000000000 497.4188368184 52.3598775598 
