LO
g_1^JJ1,168.82291999,-0.32100437,6.35218439,2.94364366,-141.67244207,7.59195057,0.33894868,55.36519983,3.8448602,0.26138462

N2LOD
g_0^RhoRho,-68.31377533,-3.59635657,44.45411916,0.82004432,-29.16811801,1.8222918,0.60550851,36.97301329,7.92706225,0.39551006
g_1^RhoRho,62.10657598,-16.76353067,1.96670252,0.74644045,7.37885622,9.00236613,0.46371583,-16.98345581,7.49563382,0.38594565
g_0^RhoDeltaRho,-129.4789399,29.11159547,0.67021255,0.40200894,164.1282939,8.49817333,0.35438431,-84.81270262,5.91721342,0.30662559
g_1^RhoDeltaRho,50.62242362,-8.6237543,2.32438848,0.48619696,-46.90658878,7.89960103,0.34506912,21.08067734,5.76125955,0.32784266
g_0^RhoTau,517.91575966,-116.44663827,0.67020962,0.40200869,-656.51355402,8.49817525,0.35438435,339.25100388,5.91721743,0.30662561
g_1^RhoTau,-202.48969101,34.47731298,2.32522493,0.48627482,187.51212002,7.89955865,0.34504414,-84.23796988,5.75965993,0.32787014
g_0^JJ2,580.39264426,-64.4179119,3.07023924,0.51431124,-444.27677392,7.85434902,0.34233106,173.64713627,4.5490119,0.2962843
g_1^JJ2,-138.92540319,24.44869049,0.80851073,0.81213484,158.2226601,7.85645987,0.34063476,-92.64599488,3.69828129,0.26264804
g_0^JJ1,-481.22082185,10.3134857,0.98996821,1.27631968,421.39092727,7.5630666,0.33908641,-178.01832935,3.75835785,0.26477916
g_1^JJ1,168.00949354,-0.42045848,4.64703385,2.64131842,-141.530765,7.58687068,0.33901642,55.57655912,3.84878064,0.26242595

min_chiral
g_0^RhoRho,-97.07040519,-18.40472963,8.9361218,0.66350964,-193.21996073,-1.75467978,0.34266784,188.97979265,2.67961719,0.23176782
g_1^RhoRho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g_0^RhoDeltaRho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g_1^RhoDeltaRho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g_0^RhoTau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g_1^RhoTau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g_0^JJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g_1^JJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g_0^JJ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g_1^JJ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
