RAM 4365/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [66%@2188,50%@2188,33%@2187,0%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 42%@420 APE 150 MTS fg 1% bg 17% AO@25.5C GPU@25C Tdiode@26.75C PMIC@50C AUX@25C 	@27C thermal@25.15C Tboard@27C GPU 619/546 	 1858/1157 	 1239/1111 CV 0/0 VDDRQ 465/455 SYS5V 2009/1844
RAM 4365/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [100%@2187,0%@2187,0%@2187,0%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 12%@420 APE 150 MTS fg 0% bg 0% AO@25.5C GPU@25C Tdiode@26.75C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 619/548 	 1858/1177 	 1239/1115 CV 0/0 VDDRQ 465/456 SYS5V 2009/1849
RAM 4365/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [100%@1844,33%@1804,33%@1804,0%@1804,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 0% AO@25.5C GPU@25C Tdiode@26.75C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 619/550 	 1858/1196 	 1239/1118 CV 0/0 VDDRQ 465/456 SYS5V 2009/1853
RAM 4365/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [100%@2187,33%@2187,0%@2187,0%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 0% AO@25.5C GPU@25C Tdiode@26.75C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 464/548 	 1858/1214 	 1239/1122 CV 0/0 VDDRQ 465/456 SYS5V 2009/1858
RAM 4367/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [0%@2187,0%@2187,50%@2187,0%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 4% AO@25.5C GPU@25C Tdiode@26.75C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 464/546 	 1858/1231 	 1239/1125 CV 0/0 VDDRQ 465/456 SYS5V 2009/1862
RAM 4368/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [50%@2187,0%@2187,100%@2187,0%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 5% AO@25.5C GPU@25C Tdiode@26.75C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 464/544 	 1858/1247 	 1239/1128 CV 0/0 VDDRQ 465/457 SYS5V 2009/1865
RAM 4368/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [0%@2187,33%@2187,100%@2187,0%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 4% AO@25.5C GPU@25C Tdiode@26.75C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 464/542 	 1858/1262 	 1239/1130 CV 0/0 VDDRQ 465/457 SYS5V 2009/1869
RAM 4369/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [33%@2187,0%@2187,100%@2187,0%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 13% AO@25.5C GPU@25C Tdiode@26.75C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 464/540 	 1858/1277 	 1239/1133 CV 0/0 VDDRQ 465/457 SYS5V 2009/1872
RAM 4374/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [0%@2187,50%@2187,100%@2187,33%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 59% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 464/538 	 2013/1294 	 1239/1136 CV 0/0 VDDRQ 464/457 SYS5V 2009/1876
RAM 4374/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [33%@2187,0%@2187,100%@2187,50%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 74% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@27C thermal@25.15C Tboard@27C GPU 464/536 	 2168/1314 	 1239/1138 CV 0/0 VDDRQ 464/457 SYS5V 2009/1879
RAM 4363/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [33%@2188,0%@2187,100%@2187,0%@2188,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 32%@420 APE 150 MTS fg 0% bg 49% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@27C thermal@25.15C Tboard@27C GPU 464/535 	 2323/1337 	 1239/1140 CV 0/0 VDDRQ 464/457 SYS5V 2009/1882
RAM 4364/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [33%@2188,0%@2188,100%@2188,33%@2188,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 2%@420 APE 150 MTS fg 0% bg 21% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@27C thermal@25.15C Tboard@27C GPU 464/533 	 2323/1359 	 1239/1142 CV 0/0 VDDRQ 464/458 SYS5V 2089/1886
RAM 4364/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [0%@2188,33%@2187,100%@2188,66%@2188,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 15%@420 APE 150 MTS fg 0% bg 8% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@27C thermal@25.15C Tboard@27C GPU 619/535 	 2323/1380 	 1239/1145 CV 0/0 VDDRQ 464/458 SYS5V 2089/1891
RAM 4365/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [33%@2187,0%@2187,100%@2187,0%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 2%@420 APE 150 MTS fg 0% bg 3% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 464/533 	 2323/1400 	 1239/1147 CV 0/0 VDDRQ 464/458 SYS5V 2089/1895
RAM 4366/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [0%@2188,25%@2188,100%@2187,0%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 3% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 464/532 	 2323/1419 	 1239/1148 CV 0/0 VDDRQ 464/458 SYS5V 2089/1899
RAM 4367/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [33%@2187,0%@2187,100%@2187,0%@2188,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 3% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@26.5C thermal@25.15C Tboard@27C GPU 464/530 	 2168/1435 	 1239/1150 CV 0/0 VDDRQ 464/458 SYS5V 2089/1903
RAM 4368/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [25%@2188,33%@2188,100%@2188,0%@2188,off,off,off,off] EMC_FREQ 2%@1065 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 5% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@26.5C thermal@25.45C Tboard@27C GPU 464/529 	 2168/1449 	 1239/1152 CV 0/0 VDDRQ 464/458 SYS5V 2089/1906
RAM 4370/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [0%@2187,0%@2187,100%@2187,0%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 12% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@26.5C thermal@25.45C Tboard@27C GPU 464/528 	 2168/1463 	 1239/1154 CV 0/0 VDDRQ 464/458 SYS5V 2089/1910
RAM 4374/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [33%@2187,40%@2187,100%@2188,40%@2188,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 0%@420 APE 150 MTS fg 0% bg 52% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@26.5C thermal@25.45C Tboard@27C GPU 464/527 	 2323/1480 	 1239/1155 CV 0/0 VDDRQ 464/458 SYS5V 2089/1913
RAM 4374/31921MB (lfb 3279x4MB) SWAP 0/15960MB (cached 0MB) 	 [0%@2187,0%@2187,100%@2187,33%@2187,off,off,off,off] EMC_FREQ 2%@1331 GR3D_FREQ 44%@420 APE 150 MTS fg 0% bg 67% AO@25.5C GPU@25C Tdiode@27C PMIC@50C AUX@25C 	@27C thermal@25.45C Tboard@27C GPU 464/525 	 2322/1496 	 1238/1157 CV 0/0 VDDRQ 464/458 SYS5V 2089/1917
