x,y_ref_real,y_ref_imag,y_ref_abs
0.935,2.4959,0.38823,2.5259
0.94,2.478,0.38148,2.5072
0.945,2.4604,0.37493,2.4888
0.95,2.4431,0.36855,2.4708
0.955,2.4261,0.36235,2.453
0.96,2.4093,0.35632,2.4355
0.965,2.3927,0.35045,2.4182
0.97,2.3764,0.34474,2.4013
0.975,2.3604,0.33918,2.3846
0.98,2.3445,0.33376,2.3682
0.985,2.3289,0.32848,2.352
0.99,2.3136,0.32334,2.3361
0.995,2.2984,0.31833,2.3204
1,2.2835,0.31344,2.3049
